season,Team,age,pw,pl,sos,srs,pace,f_tr,x3p_ar,ts_percent,e_fg_percent,tov_percent,orb_percent,ft_fga,opp_e_fg_percent,opp_tov_percent,opp_drb_percent,opp_ft_fga,attend,attend_g,W,L,W/L%,MOV/A,ORtg/A,DRtg/A,NRtg/A,Rk,playoffs
2019,New York Knicks,23.4,19.0,63.0,0.28,-8.93,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,0.533,11.7,76.1,0.203,779087.0,19002.0,17,65,0.207,-8.92,105.31,114.3,-8.98,29,0
2018,New York Knicks,26.3,32.0,50.0,0.03,-3.53,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.208,792608.0,19332.0,29,53,0.354,-3.53,107.77,111.38,-3.61,23,0
2017,New York Knicks,27.3,31.0,51.0,-0.2,-3.87,96.0,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,810741.0,19774.0,31,51,0.378,-3.87,108.62,112.6,-3.98,25,0
2016,New York Knicks,27.2,33.0,49.0,0.0,-2.74,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,812292.0,19812.0,32,50,0.39,-2.73,105.55,108.58,-3.02,23,0
2015,New York Knicks,26.9,17.0,65.0,-0.18,-9.5,91.2,0.234,0.24,0.508,0.47,14.0,24.5,0.18,0.512,13.3,73.1,0.234,812292.0,19812.0,17,65,0.207,-9.49,101.06,111.36,-10.3,30,0
2014,New York Knicks,28.3,39.0,43.0,-0.61,-1.4,90.3,0.248,0.302,0.541,0.505,12.5,25.1,0.189,0.514,14.0,74.3,0.245,812292.0,19812.0,37,45,0.451,-1.4,109.25,110.58,-1.33,18,0
2013,New York Knicks,30.2,53.0,29.0,-0.5,3.73,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216,780353.0,19033.0,54,28,0.659,3.73,111.88,107.53,4.35,7,1
2012,New York Knicks,26.3,41.0,25.0,-0.81,2.39,93.2,0.306,0.288,0.533,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224,652179.0,19763.0,36,30,0.545,2.39,105.45,102.7,2.75,10,1
2011,New York Knicks,25.3,43.0,39.0,-0.3,0.48,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.246,0.511,13.8,71.9,0.24,808879.0,19729.0,42,40,0.512,0.48,112.0,111.48,0.51,15,1
2022,Oklahoma City Thunder,22.4,21.0,61.0,0.2,-7.9,98.5,0.223,0.419,0.53,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,595112.0,14515.0,24,58,0.293,-7.9,105.18,113.16,-7.98,28,0
2021,Oklahoma City Thunder,22.8,15.0,57.0,0.51,-10.13,101.0,0.242,0.399,0.539,0.509,14.2,21.2,0.176,0.547,11.5,77.9,0.167,0.0,0.0,22,50,0.306,-10.13,104.36,114.32,-9.96,30,0
2020,Oklahoma City Thunder,25.5,41.0,31.0,0.34,2.33,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.173,600699.0,18203.0,44,28,0.611,2.32,111.74,109.32,2.42,10,1
2019,Oklahoma City Thunder,25.7,50.0,32.0,0.15,3.56,102.8,0.266,0.347,0.545,0.514,11.7,26.0,0.19,0.523,14.4,78.2,0.206,746323.0,18203.0,49,33,0.598,3.56,110.71,107.22,3.49,9,1
2018,Oklahoma City Thunder,27.3,50.0,32.0,0.0,3.42,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,746322.0,18203.0,48,34,0.585,3.42,111.5,108.03,3.47,6,1
2017,Oklahoma City Thunder,24.7,43.0,39.0,0.39,1.14,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,0.511,12.5,79.0,0.218,746323.0,18203.0,47,35,0.573,1.15,108.94,107.75,1.18,10,1
2016,Oklahoma City Thunder,25.8,59.0,23.0,-0.19,7.09,96.7,0.292,0.275,0.565,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,746323.0,18203.0,55,27,0.671,7.09,113.64,106.29,7.35,3,1
2015,Oklahoma City Thunder,25.4,47.0,35.0,0.28,2.47,95.7,0.284,0.262,0.532,0.492,13.1,28.9,0.214,0.489,12.4,75.6,0.213,746323.0,18203.0,45,37,0.549,2.47,108.42,105.89,2.54,12,0
2014,Oklahoma City Thunder,26.2,58.0,24.0,0.32,6.66,95.4,0.303,0.271,0.566,0.52,14.0,26.5,0.244,0.488,13.9,75.6,0.221,746323.0,18203.0,59,23,0.72,6.65,111.29,104.26,7.04,3,1
2013,Oklahoma City Thunder,26.0,64.0,18.0,-0.06,9.15,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197,746323.0,18203.0,60,22,0.732,9.15,113.21,103.33,9.89,1,1
2012,Oklahoma City Thunder,25.1,46.0,20.0,0.32,6.44,93.0,0.334,0.252,0.567,0.516,15.3,27.8,0.269,0.465,13.0,72.1,0.207,600699.0,18203.0,47,19,0.712,6.44,110.3,103.37,6.93,3,1
2011,Oklahoma City Thunder,23.7,51.0,31.0,0.02,3.81,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228,744068.0,18148.0,55,27,0.671,3.81,112.09,107.93,4.16,9,1
2022,Orlando Magic,23.3,21.0,61.0,0.33,-7.67,99.2,0.223,0.417,0.538,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,622881.0,15192.0,22,60,0.268,-7.67,105.16,112.82,-7.66,27,0
2021,Orlando Magic,25.6,17.0,55.0,0.29,-9.02,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,0.547,11.5,78.2,0.169,126463.0,3513.0,21,51,0.292,-9.02,105.83,115.03,-9.2,29,0
2020,Orlando Magic,26.1,34.0,39.0,0.09,-0.93,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,529870.0,17093.0,33,40,0.452,-0.93,109.18,110.27,-1.09,20,1
2019,Orlando Magic,25.7,43.0,39.0,-0.43,0.28,98.1,0.216,0.36,0.55,0.518,11.9,22.0,0.168,0.515,11.8,79.7,0.186,720024.0,17431.0,42,40,0.512,0.28,109.26,109.05,0.21,14,1
2018,Orlando Magic,25.6,28.0,54.0,-0.1,-4.92,98.1,0.238,0.342,0.545,0.512,13.3,20.0,0.18,0.525,12.8,75.6,0.187,734531.0,17915.0,25,57,0.305,-4.92,105.77,110.88,-5.11,25,0
2017,Orlando Magic,25.3,24.0,58.0,-0.04,-6.61,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,727875.0,17753.0,29,53,0.354,-6.61,104.3,111.21,-6.92,30,0
2016,Orlando Magic,23.9,36.0,46.0,-0.06,-1.68,96.0,0.232,0.255,0.533,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,719275.0,17515.0,35,47,0.427,-1.68,105.89,107.7,-1.8,19,0
2015,Orlando Magic,24.3,25.0,57.0,-0.15,-5.87,93.8,0.23,0.235,0.524,0.494,14.0,23.1,0.168,0.514,13.6,76.0,0.21,688194.0,16785.0,25,57,0.305,-5.87,102.3,108.54,-6.23,26,0
2014,Orlando Magic,24.6,26.0,56.0,-0.44,-5.88,93.6,0.253,0.235,0.525,0.487,13.9,22.4,0.193,0.504,13.0,75.5,0.211,666046.0,16245.0,23,59,0.28,-5.88,102.06,108.48,-6.41,27,0
2013,Orlando Magic,24.6,22.0,60.0,-0.14,-7.12,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,0.508,11.8,74.6,0.195,722716.0,17627.0,20,62,0.244,-7.12,102.05,109.89,-7.84,29,0
2012,Orlando Magic,27.5,35.0,31.0,-0.33,0.46,89.0,0.292,0.346,0.533,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,623587.0,18897.0,37,29,0.561,0.46,105.77,105.36,0.41,18,1
2011,Orlando Magic,27.6,56.0,26.0,-0.54,4.92,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219,777852.0,18972.0,52,30,0.634,4.92,108.63,103.31,5.32,5,1
2022,Philadelphia 76ers,26.8,48.0,34.0,-0.04,2.57,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,846867.0,20655.0,51,31,0.622,2.57,114.42,111.86,2.56,9,0
2021,Philadelphia 76ers,27.1,48.0,24.0,-0.31,5.28,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,0.521,13.8,78.2,0.2,68583.0,1905.0,49,23,0.681,5.28,113.96,108.66,5.3,5,0
2020,Philadelphia 76ers,26.3,42.0,31.0,-0.13,2.25,99.0,0.255,0.36,0.566,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,639491.0,20629.0,43,30,0.589,2.25,112.15,109.97,2.18,12,1
2019,Philadelphia 76ers,26.4,48.0,34.0,-0.44,2.25,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,0.512,11.1,78.6,0.206,838342.0,20447.0,51,31,0.622,2.26,113.16,110.97,2.19,11,1
2018,Philadelphia 76ers,25.8,53.0,29.0,-0.2,4.3,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,833503.0,20361.0,52,30,0.634,4.3,110.12,105.81,4.31,5,1
2017,Philadelphia 76ers,24.6,26.0,56.0,-0.14,-5.83,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,710557.0,17331.0,28,54,0.341,-5.83,103.92,109.91,-5.99,27,0
2016,Philadelphia 76ers,23.3,16.0,66.0,0.31,-9.92,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,0.51,13.5,74.0,0.24,614650.0,14991.0,10,72,0.122,-9.92,99.83,110.01,-10.18,30,0
2015,Philadelphia 76ers,23.2,18.0,64.0,-0.07,-9.04,95.7,0.288,0.319,0.494,0.459,16.0,25.5,0.195,0.497,15.2,73.0,0.225,571572.0,13941.0,18,64,0.22,-9.04,96.3,105.67,-9.38,29,0
2014,Philadelphia 76ers,23.4,16.0,66.0,-0.21,-10.66,99.2,0.268,0.258,0.51,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,568632.0,13869.0,19,63,0.232,-10.66,100.11,110.79,-10.68,30,0
2013,Philadelphia 76ers,25.2,31.0,51.0,-0.17,-3.51,91.0,0.2,0.209,0.509,0.481,12.5,24.9,0.146,0.495,13.7,73.4,0.2,685412.0,16717.0,34,48,0.415,-3.51,102.59,106.45,-3.86,24,0
2012,Philadelphia 76ers,24.9,43.0,23.0,-0.65,3.59,89.7,0.217,0.175,0.511,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192,577597.0,17503.0,35,31,0.53,3.59,104.42,100.45,3.97,5,1
2011,Philadelphia 76ers,24.7,45.0,37.0,-0.5,1.01,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231,604823.0,14752.0,41,41,0.5,1.01,107.55,106.48,1.07,14,1
2022,Phoenix Suns,27.5,59.0,23.0,-0.56,6.94,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,663171.0,16175.0,64,18,0.78,6.94,115.41,108.5,6.91,2,0
2021,Phoenix Suns,26.6,49.0,23.0,-0.15,5.67,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,0.534,12.4,78.5,0.194,104027.0,2890.0,51,21,0.708,5.67,117.96,112.22,5.74,3,0
2020,Phoenix Suns,24.6,37.0,36.0,0.35,0.56,101.3,0.271,0.361,0.576,0.532,13.0,22.2,0.226,0.539,13.7,78.8,0.221,550633.0,15606.0,34,39,0.466,0.56,112.41,111.94,0.47,14,0
2019,Phoenix Suns,24.0,19.0,63.0,0.73,-8.61,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,627023.0,15293.0,19,63,0.232,-8.61,106.59,115.11,-8.52,28,0
2018,Phoenix Suns,23.7,19.0,63.0,0.57,-8.8,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,690576.0,16843.0,21,61,0.256,-8.8,104.5,113.19,-8.69,30,0
2017,Phoenix Suns,25.0,27.0,55.0,0.49,-5.14,100.3,0.297,0.255,0.538,0.493,13.4,26.0,0.231,0.525,13.1,76.4,0.264,708639.0,17134.0,24,58,0.293,-5.14,107.43,112.41,-4.98,26,0
2016,Phoenix Suns,26.0,24.0,58.0,0.34,-6.32,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,701405.0,17107.0,23,59,0.28,-6.32,102.95,109.45,-6.5,27,0
2015,Phoenix Suns,25.7,38.0,44.0,0.52,-0.38,96.3,0.251,0.291,0.537,0.501,13.7,24.5,0.191,0.497,14.0,73.5,0.221,693862.0,16923.0,39,43,0.476,-0.38,105.97,106.34,-0.37,18,0
2014,Phoenix Suns,26.2,48.0,34.0,0.39,3.02,95.8,0.293,0.3,0.558,0.519,14.0,26.4,0.222,0.496,13.9,73.7,0.237,650739.0,15872.0,48,34,0.585,3.02,110.35,107.23,3.12,11,0
2013,Phoenix Suns,26.9,23.0,59.0,0.71,-5.75,93.4,0.234,0.21,0.512,0.477,14.3,27.0,0.174,0.512,14.2,71.9,0.208,632913.0,15437.0,25,57,0.305,-5.75,102.2,108.24,-6.04,28,0
2012,Phoenix Suns,28.9,32.0,34.0,0.53,0.29,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,514718.0,15598.0,33,33,0.5,0.29,106.96,106.52,0.45,17,0
2011,Phoenix Suns,29.6,39.0,43.0,0.43,-0.46,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211,720249.0,17567.0,40,42,0.488,-0.46,110.35,110.83,-0.47,16,0
2022,Portland Trail Blazers,25.6,20.0,62.0,0.33,-8.55,98.3,0.248,0.422,0.55,0.515,13.0,22.9,0.188,0.559,12.7,76.9,0.222,705608.0,17210.0,27,55,0.329,-8.55,109.03,117.84,-8.81,30,0
2021,Portland Trail Blazers,27.4,40.0,32.0,0.01,1.81,98.4,0.238,0.448,0.577,0.54,9.9,23.0,0.195,0.546,11.2,77.5,0.203,5817.0,162.0,42,30,0.583,1.8,118.42,116.68,1.73,12,0
2020,Portland Trail Blazers,27.5,34.0,40.0,0.54,-0.61,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,0.53,11.2,75.3,0.208,628303.0,19634.0,35,39,0.473,-0.61,114.48,115.09,-0.61,16,1
2019,Portland Trail Blazers,26.2,51.0,31.0,0.24,4.43,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,0.516,11.0,77.9,0.195,799345.0,19496.0,53,29,0.646,4.44,115.63,111.01,4.62,6,1
2018,Portland Trail Blazers,25.6,48.0,34.0,0.0,2.6,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,795750.0,19409.0,49,33,0.598,2.6,109.44,106.79,2.66,9,1
2017,Portland Trail Blazers,24.8,40.0,42.0,0.3,-0.23,96.7,0.275,0.322,0.559,0.52,12.5,23.0,0.214,0.508,11.6,76.8,0.241,792029.0,19318.0,41,41,0.5,-0.23,111.09,111.31,-0.22,16,1
2016,Portland Trail Blazers,24.3,43.0,39.0,0.15,0.98,96.0,0.268,0.332,0.548,0.511,13.2,25.9,0.202,0.503,12.1,76.2,0.225,794085.0,19368.0,44,38,0.537,0.98,109.48,108.45,1.03,13,1
2015,Portland Trail Blazers,27.0,53.0,29.0,0.18,4.41,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.476,11.3,76.2,0.182,798368.0,19472.0,51,31,0.622,4.41,108.72,104.03,4.69,5,1
2014,Portland Trail Blazers,25.8,52.0,30.0,0.45,4.44,94.9,0.27,0.29,0.548,0.504,12.4,28.0,0.22,0.488,11.0,74.7,0.194,809612.0,19747.0,54,28,0.659,4.43,112.17,107.49,4.68,7,1
2013,Portland Trail Blazers,24.4,32.0,50.0,0.65,-2.53,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,0.512,12.5,73.3,0.189,813012.0,19830.0,33,49,0.402,-2.52,106.45,109.3,-2.85,21,0
2012,Portland Trail Blazers,27.5,32.0,34.0,0.41,-0.22,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199,676384.0,20496.0,28,38,0.424,-0.21,106.4,106.64,-0.24,20,0
2011,Portland Trail Blazers,26.7,46.0,36.0,0.32,1.85,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72.0,0.231,840924.0,20510.0,48,34,0.585,1.85,109.73,107.54,2.19,12,1
2022,Sacramento Kings,25.8,28.0,54.0,0.2,-5.26,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,0.551,11.9,76.0,0.176,577583.0,14087.0,30,52,0.366,-5.26,110.92,116.31,-5.38,25,0
2021,Sacramento Kings,25.6,28.0,44.0,0.23,-3.45,100.0,0.248,0.376,0.578,0.549,12.0,21.3,0.185,0.557,12.1,75.0,0.199,0.0,0.0,31,41,0.431,-3.45,114.59,117.94,-3.36,24,0
2020,Sacramento Kings,27.0,31.0,41.0,0.46,-1.59,98.9,0.23,0.395,0.566,0.534,13.0,21.9,0.177,0.543,13.6,78.4,0.225,520663.0,16796.0,31,41,0.431,-1.59,111.17,112.65,-1.48,21,0
2019,Sacramento Kings,24.8,38.0,44.0,0.31,-0.81,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,700975.0,17097.0,39,43,0.476,-0.81,111.29,112.0,-0.71,18,0
2018,Sacramento Kings,26.4,23.0,59.0,0.39,-6.6,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,714680.0,17431.0,27,55,0.329,-6.59,104.6,111.62,-7.02,29,0
2017,Sacramento Kings,27.9,31.0,51.0,0.58,-3.29,94.9,0.284,0.291,0.556,0.516,13.7,21.0,0.22,0.528,12.9,76.3,0.227,721928.0,17608.0,32,50,0.39,-3.29,108.12,111.72,-3.59,24,0
2016,Sacramento Kings,26.6,34.0,48.0,0.16,-2.32,100.0,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.202,707526.0,17222.0,33,49,0.402,-2.31,106.44,108.77,-2.33,21,0
2015,Sacramento Kings,26.0,31.0,51.0,0.64,-3.07,95.4,0.363,0.204,0.542,0.49,14.8,26.5,0.276,0.507,11.8,75.2,0.2,680049.0,16587.0,29,53,0.354,-3.07,106.24,109.51,-3.27,22,0
2014,Sacramento Kings,24.9,33.0,49.0,0.82,-2.08,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234,667949.0,16291.0,28,54,0.341,-2.08,106.39,108.77,-2.37,22,0
2013,Sacramento Kings,25.6,28.0,54.0,0.62,-4.26,93.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,0.517,13.6,71.0,0.227,563743.0,13750.0,28,54,0.341,-4.25,107.21,111.83,-4.62,25,0
2012,Sacramento Kings,24.3,21.0,45.0,0.73,-4.95,94.7,0.268,0.228,0.51,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,478764.0,14508.0,22,44,0.333,-4.95,104.59,109.76,-5.17,25,0
2011,Sacramento Kings,24.8,27.0,55.0,0.54,-4.8,95.2,0.284,0.183,0.519,0.48,14.4,29.9,0.208,0.513,13.5,74.4,0.233,569496.0,13890.0,24,58,0.293,-4.8,104.16,109.24,-5.07,25,0
2022,San Antonio Spurs,24.5,41.0,41.0,-0.1,0.02,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,615588.0,15014.0,34,48,0.415,0.02,113.09,113.16,-0.07,19,0
2021,San Antonio Spurs,26.2,32.0,40.0,0.15,-1.58,98.9,0.243,0.314,0.554,0.517,10.2,20.0,0.192,0.541,11.8,77.3,0.174,61053.0,1696.0,33,39,0.458,-1.58,111.59,113.17,-1.57,21,0
2020,San Antonio Spurs,27.6,33.0,38.0,0.46,-0.65,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,550515.0,18351.0,32,39,0.451,-0.65,113.13,113.86,-0.73,17,0
2019,San Antonio Spurs,28.8,45.0,37.0,0.12,1.8,98.3,0.237,0.286,0.572,0.534,11.0,21.0,0.194,0.528,11.0,79.4,0.17,750616.0,18308.0,48,34,0.585,1.81,113.3,111.42,1.88,12,1
2018,San Antonio Spurs,29.3,49.0,33.0,0.0,2.89,95.0,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,754562.0,18404.0,47,35,0.573,2.89,108.35,105.23,3.12,8,1
2017,San Antonio Spurs,29.6,60.0,22.0,-0.06,7.13,94.2,0.263,0.281,0.564,0.524,12.6,24.0,0.21,0.492,13.5,77.6,0.192,755347.0,18423.0,61,21,0.744,7.13,111.62,104.12,7.49,2,1
2016,San Antonio Spurs,30.3,67.0,15.0,-0.36,10.28,93.8,0.246,0.223,0.564,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,756445.0,18450.0,67,15,0.817,10.28,110.59,99.49,11.1,1,1
2015,San Antonio Spurs,29.8,58.0,24.0,0.14,6.34,93.8,0.256,0.269,0.555,0.517,13.1,23.4,0.2,0.484,13.3,77.3,0.19,762855.0,18606.0,55,27,0.671,6.34,109.09,102.3,6.79,3,1
2014,San Antonio Spurs,28.9,61.0,21.0,0.28,8.0,95.0,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184,755031.0,18415.0,62,20,0.756,7.99,110.98,102.53,8.45,1,1
2013,San Antonio Spurs,28.6,58.0,24.0,0.27,6.67,94.2,0.258,0.264,0.568,0.531,14.0,20.5,0.204,0.48,13.7,74.9,0.179,755700.0,18432.0,58,24,0.707,6.67,109.05,101.9,7.14,3,1
2012,San Antonio Spurs,27.5,48.0,18.0,0.11,7.28,92.9,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,607095.0,18397.0,50,16,0.758,7.28,111.35,103.6,7.75,2,1
2011,San Antonio Spurs,28.8,56.0,26.0,0.16,5.86,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19,750879.0,18314.0,61,21,0.744,5.86,112.22,105.97,6.25,4,1
2022,Toronto Raptors,24.8,47.0,35.0,0.08,2.38,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,547343.0,13350.0,48,34,0.585,2.37,113.86,111.4,2.46,10,0
2021,Toronto Raptors,26.6,35.0,37.0,-0.07,-0.54,99.2,0.241,0.444,0.567,0.529,11.9,20.8,0.196,0.543,14.4,76.3,0.234,26024.0,723.0,27,45,0.375,-0.54,113.0,113.55,-0.56,19,0
2020,Toronto Raptors,26.6,50.0,22.0,-0.26,5.97,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,633456.0,19796.0,53,19,0.736,5.97,111.99,106.08,5.9,4,1
2019,Toronto Raptors,27.3,56.0,26.0,-0.6,5.49,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,0.509,13.1,77.1,0.19,812822.0,19825.0,58,24,0.707,5.49,113.78,108.4,5.38,3,1
2018,Toronto Raptors,25.8,60.0,22.0,-0.49,7.29,97.4,0.25,0.377,0.575,0.539,12.1,23.0,0.198,0.501,13.0,77.7,0.212,813431.0,19840.0,59,23,0.72,7.3,114.5,106.96,7.54,2,1
2017,Toronto Raptors,26.1,52.0,30.0,-0.56,3.65,94.7,0.293,0.289,0.561,0.517,11.8,25.0,0.233,0.507,13.5,76.3,0.223,813050.0,19830.0,51,31,0.622,3.65,113.07,109.14,3.93,6,1
2016,Toronto Raptors,26.3,53.0,29.0,-0.42,4.08,92.9,0.328,0.287,0.552,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,812863.0,19826.0,56,26,0.683,4.08,111.18,106.68,4.5,5,1
2015,Toronto Raptors,26.1,49.0,33.0,-0.62,2.45,92.8,0.295,0.302,0.553,0.508,12.0,25.6,0.232,0.506,13.4,73.3,0.208,809824.0,19752.0,49,33,0.598,2.45,112.07,109.35,2.72,11,1
2014,Toronto Raptors,25.6,50.0,32.0,-0.69,2.55,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237,748339.0,18252.0,48,34,0.585,2.55,109.65,106.76,2.89,12,1
2013,Toronto Raptors,25.4,37.0,45.0,-0.48,-1.96,90.4,0.274,0.249,0.532,0.488,13.0,25.5,0.216,0.5,13.6,73.4,0.247,743936.0,18145.0,34,48,0.415,-1.95,106.51,108.45,-1.93,18,0
2012,Toronto Raptors,25.7,25.0,41.0,-0.36,-3.67,89.3,0.274,0.209,0.518,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26,555584.0,16836.0,23,43,0.348,-3.67,101.68,105.83,-4.14,24,0
2011,Toronto Raptors,24.5,24.0,58.0,0.01,-6.28,92.9,0.293,0.162,0.533,0.491,13.7,28.2,0.221,0.522,13.0,72.0,0.251,680255.0,16592.0,22,60,0.268,-6.28,107.17,113.88,-6.72,27,0
2022,Utah Jazz,29.3,56.0,26.0,-0.37,5.67,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,750546.0,18306.0,49,33,0.598,5.67,117.63,111.84,5.79,3,0
2021,Utah Jazz,28.5,55.0,17.0,-0.29,8.97,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,0.507,10.3,79.3,0.159,151300.0,4203.0,52,20,0.722,8.96,118.23,109.04,9.2,1,0
2020,Utah Jazz,27.3,42.0,30.0,0.05,2.52,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,0.518,11.1,78.9,0.185,567486.0,18306.0,44,28,0.611,2.52,113.09,110.38,2.71,8,1
2019,Utah Jazz,27.3,54.0,28.0,0.03,5.28,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,750546.0,18306.0,50,32,0.61,5.29,111.23,105.94,5.28,4,1
2018,Utah Jazz,26.7,53.0,29.0,0.17,4.47,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14.0,79.8,0.19,734806.0,17922.0,48,34,0.585,4.47,108.92,104.24,4.68,4,1
2017,Utah Jazz,26.8,52.0,30.0,0.06,4.0,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,806142.0,19662.0,51,31,0.622,4.0,110.31,105.98,4.33,5,1
2016,Utah Jazz,24.2,46.0,36.0,0.05,1.84,91.0,0.286,0.297,0.54,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,791489.0,19305.0,40,42,0.488,1.86,106.57,104.48,2.09,10,0
2015,Utah Jazz,23.4,42.0,40.0,0.49,0.71,90.4,0.297,0.274,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.199,772059.0,18831.0,38,44,0.463,0.71,106.23,105.43,0.79,14,0
2014,Utah Jazz,24.5,22.0,60.0,0.91,-6.27,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227,745203.0,18176.0,25,57,0.305,-6.27,104.43,111.32,-6.89,28,0
2013,Utah Jazz,26.3,41.0,41.0,0.38,0.3,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14.0,73.2,0.226,763915.0,18632.0,43,39,0.524,0.3,107.49,107.15,0.34,13,0
